soldierId,bestSoldierPerc
16671.0,2
107413.0,2
5018.0,1
81896.0,4
96334.0,2
105752.0,3
112023.0,3
26382.0,4
14924.0,1
44988.0,3
9356.0,3
19115.0,1
74393.0,4
76468.0,1
113325.0,3
110683.0,2
90391.0,1
38627.0,4
107232.0,2
3848.0,3
38676.0,2
89595.0,4
114472.0,1
24841.0,1
47410.0,1
21276.0,2
9170.0,3
91063.0,3
7289.0,3
91346.0,1
100111.0,4
97223.0,1
85530.0,4
38363.0,2
75402.0,3
92638.0,1
20665.0,1
71355.0,2
109097.0,1
70507.0,3
93234.0,2
26155.0,4
46423.0,1
104235.0,3
34082.0,1
1539.0,1
109871.0,1
25611.0,1
101808.0,2
11386.0,3
13866.0,1
114319.0,4
136462.0,4
95951.0,4
90070.0,2
30500.0,1
17496.0,2
108635.0,2
109478.0,2
138702.0,3
113484.0,4
97681.0,3
80477.0,3
34194.0,1
14376.0,2
81483.0,4
137465.0,3
9089.0,2
113437.0,4
31336.0,1
70433.0,2
25754.0,1
105369.0,3
6751.0,3
95618.0,3
70621.0,3
77041.0,1
83069.0,4
3864.0,3
7887.0,4
35992.0,1
90802.0,3
11454.0,1
102944.0,1
31754.0,1
17123.0,4
24956.0,2
78030.0,1
106554.0,2
107025.0,1
31757.0,2
15480.0,2
70070.0,1
36414.0,4
21227.0,1
79775.0,1
86010.0,2
92322.0,2
37033.0,3
32801.0,1
41828.0,2
5343.0,3
68926.0,1
3346.0,3
19710.0,1
40305.0,4
25275.0,1
8213.0,4
47232.0,4
36340.0,4
90924.0,1
81894.0,3
140040.0,4
114471.0,2
99888.0,2
19845.0,3
68359.0,2
18632.0,1
89432.0,1
111130.0,4
21185.0,1
94431.0,1
3273.0,4
19510.0,1
91516.0,1
99389.0,2
43188.0,3
36762.0,4
105171.0,1
8258.0,1
109152.0,4
83794.0,4
42238.0,3
47236.0,1
25431.0,1
101927.0,1
80662.0,4
85810.0,4
109930.0,4
16539.0,1
10852.0,2
39925.0,1
99412.0,3
112148.0,2
101731.0,1
25317.0,4
19245.0,1
99537.0,3
74832.0,4
11926.0,2
73616.0,4
