id,AveragePrice
11454,1.7944538580219038
13402,2.202188749977286
14460,1.8651200914165904
6660,1.1277002120861843
13707,2.1494671094072437
4369,0.9102024978675793
1708,2.012288124291777
17064,1.9373172678934625
4116,1.0448744669781178
14745,1.5217981449665654
17961,1.355870581207612
14452,1.6748947860181087
11455,1.7737331503399145
3345,1.1048029161426838
7928,0.9383712603504825
12798,2.097675213647774
9442,2.1435263592711564
13345,1.9121663341590667
8592,1.0912518538832172
10684,2.1857035235457634
3946,2.147202528446588
7488,1.0881283208650476
13341,1.7251924748741436
5067,0.9040455047652428
13786,2.2896088744350855
10037,1.7658240501852955
13463,2.140792756625663
9871,1.8656048785469121
3591,1.0106841405272378
17591,2.202188749977286
16729,2.073310352323437
8383,1.0106841405272378
17418,2.0408335560357203
1381,1.128463709330693
2940,0.8379161830027603
10211,1.7298479802420945
3207,1.1277002120861843
4803,1.1060743543744431
13990,1.4037413905948544
11965,1.7570679320663536
10598,2.120319123686448
1792,1.1492720364700924
15109,2.1286067665552584
3353,1.1060743543744431
14684,2.169735727603477
8676,1.0195449290185765
3580,1.1073147317414278
989,1.1273075570350333
4953,0.8788031290057227
2894,2.0236198908919354
17995,2.18854144021243
4096,2.1095229964510653
14140,2.0607785959534963
13069,2.073310352323437
1961,1.9292071172619913
2396,1.0181817871503924
11463,1.844729547638108
7250,1.4056645827133005
6685,1.1293263484498208
9512,1.7714554290740911
14073,1.7143714427602867
4366,0.9896291532000725
6448,1.0106841405272378
5296,1.1060743543744431
9211,1.8930889433320086
1649,2.1322415281018623
4386,0.8841297111080715
11399,1.6531176179851954
12384,1.3950067573070666
112,1.9292071172619913
7253,1.4752567190110821
10034,1.7646989129922008
829,1.0118314032039981
1817,2.1565420023928032
11062,2.0007626962881417
8353,1.0297789233875043
5501,1.0297789233875043
12362,1.509982890896087
14000,1.5315971269267523
18140,2.1630202391281674
14943,1.6690127089261833
16082,2.096895879691109
3553,1.1048029161426838
9615,1.3944703055792527
