id,AveragePrice
11454,1.905828571428578
13402,1.9181428571428543
14460,2.3090000000000037
6660,1.1625428571428502
13707,1.525928571428554
4369,1.2186428571428596
1708,1.3802000000000056
17064,1.6170857142857156
4116,1.4228571428571444
14745,1.5905285714285735
17961,1.5128428571428607
14452,2.123085714285719
11455,1.6855714285714223
3345,1.180371428571424
7928,0.9329714285714298
12798,1.8050714285714224
9442,1.6682857142857146
13345,1.459371428571429
8592,0.9528428571428557
10684,1.8992571428571392
3946,0.8990142857142858
7488,1.4569714285714328
13341,1.5010285714285665
5067,1.066600000000004
13786,1.606342857142861
10037,2.1812857142857096
13463,1.7444285714285712
9871,1.7073142857142827
3591,1.0367857142857149
17591,1.315114285714279
16729,2.1437285714285768
8383,1.3561571428571395
17418,2.084771428571421
1381,0.9831142857142902
2940,1.3509285714285737
10211,1.8651285714285648
3207,1.1438142857142823
4803,1.1186999999999943
13990,1.100728571428571
11965,1.7342857142857036
10598,2.021528571428572
1792,1.3442285714285775
15109,1.7204999999999995
3353,0.9854714285714273
14684,1.2729857142857093
8676,1.219714285714285
3580,1.2780571428571426
989,1.036399999999998
4953,1.0146000000000008
2894,0.9370857142857117
17995,1.6198571428571482
4096,1.1108142857142873
14140,2.239228571428569
13069,1.4489857142857077
1961,1.1255285714285745
2396,1.1211285714285704
11463,1.8438857142857124
7250,1.2610428571428585
6685,1.3093571428571396
9512,1.9992857142857214
14073,1.876842857142864
4366,1.1926571428571415
6448,1.2910714285714326
5296,1.0903857142857205
9211,1.7568714285714278
1649,0.9944428571428633
4386,1.3137857142857179
11399,1.5771999999999908
12384,1.6376571428571385
112,1.1395857142857115
7253,1.2477428571428557
10034,2.3100142857142902
829,1.097542857142854
1817,1.3166571428571423
11062,1.770257142857136
8353,0.9877857142857172
5501,0.9305999999999965
12362,2.0543142857142667
14000,1.1236714285714298
18140,1.4174999999999989
14943,0.9152999999999994
16082,1.920585714285719
3553,1.3425714285714319
9615,1.5399428571428644
13020,1.7561000000000033
4646,1.2073142857142838
9681,1.5643571428571394
613,0.7650428571428584
13771,1.6657571428571416
529,1.0334714285714226
1880,1.1002714285714275
16646,1.6626142857142856
12593,1.1849285714285644
17756,1.4305999999999932
2003,1.0781428571428529
6463,1.2201714285714318
2198,1.5061000000000015
13740,1.4611571428571397
3866,1.1270000000000007
12312,1.772271428571422
6235,1.2089714285714244
2313,1.0293285714285705
9005,1.3282571428571364
15050,1.9369571428571417
2596,1.3668999999999998
13682,1.7058714285714256
12293,1.4184714285714273
6357,1.0352142857142856
7038,1.0599857142857132
5703,1.0790428571428605
13241,1.6366285714285713
15422,1.214642857142857
13403,2.061557142857146
15974,1.8405571428571401
1472,1.2057285714285644
10342,1.5439857142857163
13612,1.7558857142857118
10537,1.5019285714285662
8112,1.6049714285714267
8391,1.1428428571428542
15442,1.8107285714285735
11891,1.9010571428571361
9565,1.7096142857142844
4784,1.164671428571421
14278,1.2115428571428484
11175,1.589585714285709
10439,1.70325714285715
5833,1.424999999999999
12780,1.8013857142857037
11535,1.7000000000000077
7490,1.3411285714285708
16591,1.4549142857142932
4797,1.2245285714285594
8794,0.9752999999999938
11722,1.7041428571428556
15980,1.713342857142856
528,1.0158142857142825
12242,1.5466714285714245
8062,1.2838428571428586
10470,1.5494142857142914
11746,1.505557142857141
3087,1.4122714285714288
13192,1.5523999999999971
3388,0.9812428571428514
9437,1.8602285714285696
10237,1.722085714285712
18178,1.9251142857142904
9178,1.9279857142857193
8191,1.309085714285707
10203,1.8636857142857066
8160,1.2929714285714289
17455,1.8333571428571431
12118,1.8274285714285714
566,1.061157142857144
14601,1.5575714285714304
10250,1.4418714285714331
7170,1.5983000000000047
14913,2.378457142857133
13759,1.680042857142861
10392,1.4810857142857108
17690,1.8380428571428589
5857,1.68548571428572
14850,1.5836428571428571
2293,0.9891857142857201
6063,1.6215714285714329
16940,1.7600571428571503
11589,1.5390142857142821
15022,1.8421428571428633
11210,1.8131571428571431
17080,1.6371285714285675
11545,1.7862714285714203
13999,1.279885714285725
239,1.144785714285708
4664,1.0555000000000008
1012,1.0609428571428583
17686,1.833714285714283
11734,1.4892714285714257
11088,1.737057142857144
10477,1.6258142857142859
9493,1.988900000000008
11250,1.6732285714285715
5216,0.9662428571428607
1775,1.0263142857142846
7079,1.4184000000000057
3084,1.449414285714288
16492,1.807728571428569
6588,1.0320714285714305
15376,1.64791428571428
8145,1.2018571428571432
13471,1.7927428571428465
4987,0.8963999999999992
6380,1.7130000000000056
13103,1.2540714285714325
3654,1.2613999999999983
13622,2.020785714285724
11752,1.8174142857142839
16310,2.1319428571428474
3496,1.1795571428571376
11364,1.1897571428571414
8517,1.224628571428565
7979,1.2468571428571387
8919,1.1498428571428527
14194,1.4378428571428583
1282,0.9280142857142872
2213,1.3359428571428515
4706,0.9216428571428594
11085,1.5965714285714274
14176,1.4013142857142842
4192,0.9429142857142834
4121,1.2792714285714246
12321,1.7426571428571391
6648,1.332342857142857
9434,1.7131428571428589
2825,1.1763000000000017
2112,1.1836428571428559
7966,1.3286428571428563
2425,1.0893714285714198
2846,1.3028571428571403
1625,1.2040285714285777
15792,1.3115285714285752
9240,1.5315428571428529
4599,1.3245000000000036
13671,1.8524999999999985
9567,1.706785714285714
13374,1.390028571428571
15598,1.6282857142857141
6967,1.3073285714285645
5806,1.138685714285712
2918,1.660185714285713
10675,1.8754999999999946
12010,1.1687428571428549
11865,1.4285142857142898
14079,2.074514285714288
2427,1.0667999999999922
11247,1.6792142857142884
15616,1.903857142857138
16851,1.1389428571428575
7482,1.0220714285714316
17882,1.7787285714285654
2965,1.1000714285714261
1017,1.2347285714285696
17519,1.9451428571428517
15520,1.9623714285714202
2684,1.056128571428573
10545,1.5873714285714309
517,1.0228571428571378
6014,1.4520285714285686
16920,2.1555428571428505
13929,1.2902571428571368
16817,1.5791285714285719
3224,1.5321285714285695
4585,1.254428571428567
9977,1.8801428571428587
13688,1.5300714285714336
16099,1.7029285714285727
3315,0.8877428571428585
16888,2.4124142857142945
979,0.822642857142856
12978,1.4864857142857246
8373,1.1384571428571395
18223,1.574799999999995
156,1.0465285714285715
12534,1.1761714285714229
10966,1.857942857142863
12108,1.524785714285713
246,1.1822428571428574
15055,1.7818714285714232
12538,1.1271714285714267
9027,0.8475428571428558
4025,1.1764142857142856
6941,1.091614285714287
10925,1.5574142857142923
12803,1.7264571428571363
6136,0.8533142857142803
14175,1.5627142857142848
15649,1.933628571428564
2470,1.1455142857142937
8856,1.1365857142857185
13655,1.8327142857142875
10001,1.7639571428571499
4263,0.936357142857141
7777,1.5152857142857254
8512,1.3936142857142797
11277,1.726271428571433
7655,1.2466428571428636
6949,1.2314714285714328
5959,1.2085857142857024
8804,1.0085857142857093
2951,1.1362571428571413
10119,1.6674714285714296
11404,1.6856428571428557
9435,1.8414999999999992
15699,1.5251285714285672
3598,1.3414142857142937
6447,1.3568857142857125
5744,1.5807428571428643
14103,1.4998714285714316
11121,1.6114285714285688
12922,1.5399857142857143
10541,1.5612285714285723
15468,1.1627142857142911
4267,1.4902142857142833
4082,1.1507142857142894
14778,1.851171428571422
18124,1.3114142857142959
5897,1.3761714285714346
4630,1.176571428571427
3403,0.9423857142857144
10294,1.536057142857138
2487,1.051157142857141
3478,0.7287714285714355
6449,1.3671571428571452
15369,1.369242857142856
1199,0.9621714285714271
17103,1.6971857142857187
8299,1.4684142857142937
10573,1.5456285714285605
9892,1.8496285714285599
9382,1.876742857142858
13631,1.8773428571428565
3625,1.1518285714285679
6801,1.4023571428571415
885,1.2527714285714264
5756,1.5277142857142827
10197,1.8917714285714273
11196,1.6617571428571432
8349,1.1804714285714302
1376,1.0494285714285745
6091,1.3477571428571493
6215,1.1710285714285733
4831,1.046714285714283
16539,2.013999999999997
493,0.9974714285714218
12866,2.4130571428571335
15093,1.6529571428571443
6689,1.6521142857142832
17112,1.6034714285714313
8025,0.9829142857142845
10074,1.4503142857142892
15397,1.5530999999999984
11065,1.834757142857143
326,1.0786857142857145
3987,0.7897000000000022
16394,1.8202142857142871
9035,1.1840142857142861
3328,1.1924714285714229
17579,1.4899285714285702
948,0.7994857142857138
4016,1.200342857142858
13158,1.1944428571428558
18226,1.65928571428572
6994,1.0065142857142857
17364,1.9573714285714197
13918,1.4599714285714238
12403,0.8711571428571399
